Date,State,District,Pincode,Age_0_5,Age_5_17,Age_18_greater
01-07-2025,Karnataka,Bengaluru Urban,560005,89,46,15
01-07-2025,West Bengal,Dinajpur Uttar,733207,1102,1207,45
01-07-2025,West Bengal,Jalpaiguri,735225,16,48,11
01-07-2025,Meghalaya,South West Khasi Hills,793114,108,192,225
01-07-2025,Assam,Cachar,788005,262,82,20
01-07-2025,Uttar Pradesh,Azamgarh,276404,276,428,11
01-07-2025,Bihar,Gopalganj,841409,164,411,10
01-07-2025,Uttar Pradesh,Meerut,250344,88,145,17
01-07-2025,Gujarat,Banas Kantha,385130,75,105,10
01-07-2025,West Bengal,Coochbehar,736135,722,623,45
01-07-2025,Maharashtra,Nanded,431802,346,66,12
01-07-2025,Rajasthan,Sirohi,307022,507,526,18
01-07-2025,West Bengal,Alipurduar,736182,36,64,48
01-07-2025,West Bengal,Coochbehar,735224,120,100,14
01-07-2025,Uttar Pradesh,Bahraich,271872,157,223,10
01-07-2025,Bihar,Pashchim Champaran,845438,608,1229,34
01-07-2025,Punjab,Kapurthala,144601,178,39,137
01-07-2025,Uttar Pradesh,Lucknow,226018,109,92,14
01-07-2025,Gujarat,Kachchh,370155,175,237,16
01-07-2025,Telangana,Hyderabad,500064,636,190,14
01-07-2025,Bihar,Gopalganj,841405,211,453,17
01-07-2025,Madhya Pradesh,Chhatarpur,471313,292,310,17
01-07-2025,Madhya Pradesh,Bhind,477447,67,120,10
01-07-2025,Gujarat,Dohad,389155,228,446,84
01-07-2025,Gujarat,Arvalli,383325,225,33,11
01-07-2025,Meghalaya,West Garo Hills,794005,49,282,185
01-07-2025,Assam,Hojai,782435,598,181,11
01-07-2025,Uttar Pradesh,Bareilly,243001,499,441,20
01-07-2025,Maharashtra,Palghar,421303,260,127,14
01-07-2025,Assam,Golaghat,785609,16,15,17
01-07-2025,Assam,Tinsukia,786154,53,30,56
01-07-2025,Meghalaya,East Khasi Hills,793001,38,161,73
01-07-2025,Delhi,New Delhi,110057,58,23,19
01-07-2025,Madhya Pradesh,Dhar,454446,518,380,24
01-07-2025,Assam,Kamrup,781101,123,36,11
01-07-2025,Maharashtra,Jalgaon,425002,260,74,12
01-07-2025,Meghalaya,East Khasi Hills,793014,10,39,16
01-07-2025,Assam,Dhemaji,786110,233,62,12
01-07-2025,Punjab,Ludhiana,141014,61,92,13
01-07-2025,Uttar Pradesh,Kanpur Nagar,208002,132,162,13
01-07-2025,Bihar,Madhubani,847108,176,329,38
01-07-2025,Nagaland,Mokokchung,798601,73,134,13
01-07-2025,Uttar Pradesh,Kheri,262804,703,575,14
01-07-2025,Maharashtra,Chandrapur,442401,306,86,11
01-07-2025,Assam,Tinsukia,786182,65,92,16
01-07-2025,Bihar,Sitamarhi,843317,160,383,69
01-07-2025,Madhya Pradesh,Indore,452015,343,138,10
01-07-2025,West Bengal,Birbhum,731234,418,82,11
01-07-2025,Maharashtra,Buldhana,443201,373,94,31
01-07-2025,Karnataka,Bengaluru Urban,560084,96,51,19
01-07-2025,Gujarat,Kachchh,370001,295,138,13
01-07-2025,Madhya Pradesh,Sagar,470001,478,156,12
01-07-2025,Bihar,Pashchim Champaran,845454,277,720,17
01-07-2025,Bihar,Pashchim Champaran,845106,261,539,18
01-07-2025,Karnataka,Bengaluru Urban,560085,147,62,13
01-07-2025,Bihar,Madhubani,847421,94,218,39
01-07-2025,Maharashtra,Pune,411042,221,87,10
01-07-2025,Bihar,Purbi Champaran,845301,256,683,98
01-07-2025,Uttar Pradesh,Kheri,262903,143,290,14
01-07-2025,Madhya Pradesh,Bhopal,462001,918,198,17
01-07-2025,Uttar Pradesh,Aligarh,250611,269,464,20
01-07-2025,Madhya Pradesh,Satna,485001,488,121,20
01-07-2025,Karnataka,Bidar,585437,107,52,10
01-07-2025,Assam,Kamrup,781102,384,88,11
01-07-2025,Uttar Pradesh,Meerut,250001,690,575,10
01-07-2025,Bihar,Sitamarhi,843330,90,242,263
01-07-2025,Uttar Pradesh,Kheri,261506,215,254,14
01-07-2025,Bihar,Sitamarhi,843331,406,388,33
01-07-2025,Jharkhand,East Singhbum,831012,215,133,14
01-07-2025,Uttar Pradesh,Etah,207249,332,323,11
01-07-2025,Gujarat,Sabar Kantha,383255,70,135,21
01-07-2025,Rajasthan,Bikaner,334001,763,452,30
01-07-2025,Gujarat,Jamnagar,361170,77,21,10
01-07-2025,Assam,Dhemaji,787035,25,10,27
01-07-2025,Uttar Pradesh,Meerut,250342,314,223,17
01-07-2025,Karnataka,Bengaluru Urban,560078,339,172,36
01-07-2025,Uttar Pradesh,Etawah,206001,551,456,16
01-07-2025,West Bengal,24 Paraganas North,743329,718,688,12
01-07-2025,Assam,Dibrugarh,786012,49,12,14
01-07-2025,Gujarat,Bhavnagar,364310,118,20,11
01-07-2025,Assam,Cachar,788098,140,56,18
01-07-2025,Gujarat,Sabar Kantha,383220,120,32,12
01-07-2025,Gujarat,Ahmedabad,387810,253,116,19
01-07-2025,Assam,Kamrup,781129,32,14,10
01-07-2025,West Bengal,24 Paraganas South,743347,364,104,22
01-07-2025,Madhya Pradesh,Ashoknagar,473443,389,392,19
01-07-2025,Gujarat,Kachchh,370410,47,10,12
01-07-2025,Maharashtra,Sangli,416404,294,151,12
01-07-2025,Delhi,New Delhi,110070,106,71,20
01-07-2025,Karnataka,Bengaluru Urban,562106,113,34,11
01-07-2025,Uttar Pradesh,Pilibhit,262122,563,608,17
01-07-2025,Tamil Nadu,Chennai,600119,87,63,12
01-07-2025,Gujarat,Dohad,389190,245,356,29
01-07-2025,Uttar Pradesh,Bahraich,271881,121,328,59
01-07-2025,Uttar Pradesh,Maharajganj,273164,233,715,32
01-07-2025,Uttar Pradesh,Agra,283110,328,308,16
01-07-2025,Gujarat,Surendranagar,363030,152,43,19
01-07-2025,Rajasthan,Tonk,304001,635,332,19
01-07-2025,Madhya Pradesh,Barwani,451447,417,392,37
01-07-2025,West Bengal,Nadia,741404,259,72,10
01-07-2025,Madhya Pradesh,Sheopur,476335,261,372,14
01-07-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,363,434,33
01-07-2025,Madhya Pradesh,Morena,476221,631,492,18
01-07-2025,Madhya Pradesh,Vidisha,464001,544,212,21
01-07-2025,Maharashtra,Thane,421503,361,322,27
01-07-2025,West Bengal,Dinajpur Uttar,733201,786,350,16
01-07-2025,Uttar Pradesh,Rampur,244921,514,457,14
01-07-2025,Delhi,New Delhi,110021,61,33,34
01-07-2025,Telangana,Hyderabad,500027,104,45,11
01-07-2025,Madhya Pradesh,Sagar,470117,141,53,17
01-07-2025,Kerala,Ernakulam,682030,29,49,10
01-07-2025,Assam,Dhemaji,787061,126,62,26
01-07-2025,Uttar Pradesh,Budaun,243638,623,546,19
01-07-2025,West Bengal,Nadia,741502,157,74,32
01-07-2025,Gujarat,Ahmadabad,382421,116,68,12
01-07-2025,Uttar Pradesh,Bahraich,271841,158,190,10
01-07-2025,Madhya Pradesh,Barwani,451881,129,107,14
01-07-2025,West Bengal,Darjeeling,734201,20,58,15
01-07-2025,Uttar Pradesh,Bahraich,271802,174,197,11
01-07-2025,Jharkhand,Dhanbad,828201,173,158,11
01-07-2025,Assam,Jorhat,785630,62,39,41
01-07-2025,Maharashtra,Jalgaon,425301,161,56,10
01-07-2025,Maharashtra,Mumbai,400022,114,92,12
01-07-2025,Delhi,Central Delhi,110007,285,89,14
01-07-2025,Assam,Marigaon,782105,236,131,35
01-07-2025,Tripura,Gomati,799114,69,45,10
01-07-2025,Maharashtra,Pune,412218,58,30,12
01-07-2025,Gujarat,Ahmadabad,382240,50,36,14
01-07-2025,Bihar,Purbi Champaran,845304,185,292,26
01-07-2025,Telangana,Hyderabad,500047,114,40,18
01-07-2025,Assam,Dibrugarh,786612,28,17,49
01-07-2025,Uttar Pradesh,Agra,282006,539,511,12
01-07-2025,West Bengal,Alipurduar,735208,13,16,10
01-07-2025,Karnataka,Bengaluru Urban,560100,217,178,51
01-07-2025,Assam,Jorhat,785616,49,19,17
01-07-2025,Gujarat,Banas Kantha,385550,251,255,18
01-07-2025,Uttar Pradesh,Kannauj,209722,287,425,18
01-07-2025,Gujarat,Panch Mahals,389350,132,72,13
01-07-2025,Uttar Pradesh,Hardoi,241123,633,853,10
01-07-2025,Gujarat,Panch Mahals,389360,63,31,10
01-07-2025,Uttar Pradesh,Gonda,271001,252,345,13
01-07-2025,Meghalaya,East Khasi Hills,793002,50,111,63
01-07-2025,West Bengal,Nadia,741222,107,122,15
01-07-2025,Uttar Pradesh,Lucknow,226005,108,140,19
01-07-2025,Assam,Tinsukia,786156,114,76,120
01-07-2025,Assam,Kamrup,781137,491,113,18
01-07-2025,Gujarat,Porbandar,360579,84,33,17
01-07-2025,Delhi,West Delhi,110018,753,205,32
01-07-2025,Gujarat,Kheda,388255,209,50,14
01-07-2025,Assam,Kamrup,781136,592,160,50
01-07-2025,Karnataka,Bengaluru Urban,560034,37,28,19
01-07-2025,Madhya Pradesh,Ashoknagar,473335,259,275,32
01-07-2025,Uttar Pradesh,Gonda,271504,172,236,21
01-07-2025,Bihar,Sitamarhi,843314,337,328,11
01-07-2025,Rajasthan,Ajmer,305001,673,241,18
01-07-2025,Uttar Pradesh,Prayagraj,221505,274,222,10
01-07-2025,Maharashtra,Washim,444505,378,68,11
01-07-2025,Maharashtra,Mumbai Suburban,400070,331,260,14
01-07-2025,Assam,Barpeta,781309,412,104,15
01-07-2025,Bihar,Purnia,854204,361,609,13
01-07-2025,Rajasthan,Bundi,323022,121,85,17
01-07-2025,Delhi,North Delhi,110040,284,191,16
01-07-2025,Madhya Pradesh,Gwalior,474006,532,336,31
01-07-2025,Uttar Pradesh,Varanasi,221104,222,499,22
01-07-2025,Assam,Dibrugarh,786007,230,45,13
01-07-2025,Gujarat,Surendra Nagar,382775,137,104,10
01-07-2025,Karnataka,Bengaluru Urban,560032,318,106,30
01-07-2025,Uttar Pradesh,Gorakhpur,273015,182,415,17
01-07-2025,Maharashtra,Nanded,431804,236,135,10
01-07-2025,Assam,Kamrup,781122,84,26,13
01-07-2025,Gujarat,Botad,364750,170,79,10
01-07-2025,West Bengal,Alipurduar,736207,75,82,12
01-07-2025,Assam,Barpeta,781308,691,213,48
01-07-2025,Gujarat,Morbi,363650,109,34,14
01-07-2025,West Bengal,24 Paraganas North,743245,39,46,15
01-07-2025,Assam,Golaghat,785611,61,42,34
01-07-2025,Gujarat,Surendra Nagar,382750,113,68,11
01-07-2025,Maharashtra,Beed,431124,214,86,10
01-07-2025,Arunachal Pradesh,Longding,792131,46,322,33
01-07-2025,Nagaland,Tuensang,798612,71,177,15
01-07-2025,Gujarat,Sabar Kantha,383001,240,104,37
01-07-2025,Maharashtra,Pune,412210,127,57,21
01-07-2025,Assam,Golaghat,785615,52,18,23
01-07-2025,Uttar Pradesh,Jhansi,284304,78,76,13
01-07-2025,Delhi,North Delhi,110039,279,118,13
01-07-2025,Gujarat,Mahisagar,389260,177,49,23
01-07-2025,Assam,Cachar,788112,110,40,10
01-07-2025,Maharashtra,Nandurbar,425412,643,209,11
01-07-2025,Gujarat,Banas Kantha,385555,144,130,15
01-07-2025,Gujarat,Sabar Kantha,383215,59,25,10
01-07-2025,Madhya Pradesh,Chhatarpur,471625,152,240,17
01-07-2025,Bihar,Sitamarhi,843319,179,125,10
01-07-2025,Gujarat,Amreli,364515,128,34,15
01-07-2025,West Bengal,24 Paraganas North,700110,61,74,10
01-07-2025,Karnataka,Mysuru,571104,20,21,57
01-07-2025,Madhya Pradesh,Betul,460001,456,82,19
01-07-2025,West Bengal,24 Paraganas North,743287,30,27,29
01-07-2025,Bihar,Nawada,805110,125,496,20
01-07-2025,Assam,Karimganj,788726,61,27,11
01-07-2025,Jharkhand,Ranchi,834005,68,81,16
01-07-2025,West Bengal,Darjeeling,734008,20,32,12
01-07-2025,Gujarat,Rajkot,360370,236,54,23
01-07-2025,Uttar Pradesh,Agra,283201,359,204,13
01-07-2025,Maharashtra,Hingoli,431701,349,93,13
01-07-2025,Assam,Cachar,788113,124,57,13
01-07-2025,Gujarat,Rajkot,360004,335,124,31
01-07-2025,Gujarat,Vadodara,391770,60,36,14
01-07-2025,Uttar Pradesh,Kheri,262701,374,370,12
01-07-2025,Bihar,Saran,841211,69,412,10
01-07-2025,Assam,Cachar,788002,230,74,21
01-07-2025,Uttar Pradesh,Sitapur,261202,429,299,17
01-07-2025,Karnataka,Bengaluru Urban,560037,121,137,142
01-07-2025,Assam,Karimganj,788806,166,83,19
01-07-2025,Chhattisgarh,Bijapur,494447,146,108,59
01-07-2025,Delhi,Shahdara,110032,545,239,15
01-07-2025,Madhya Pradesh,Balaghat,481001,288,40,10
01-07-2025,Uttar Pradesh,Pilibhit,262001,1059,500,19
01-07-2025,Karnataka,Bengaluru Urban,560035,105,97,83
01-07-2025,Gujarat,Kachchh,370145,40,103,13
01-07-2025,Rajasthan,Chittorgarh,312022,311,275,11
01-07-2025,Jharkhand,Dhanbad,828109,488,404,12
01-07-2025,Uttar Pradesh,Shravasti,271831,425,669,24
01-07-2025,Delhi,New Delhi,110037,173,109,22
01-07-2025,Assam,Barpeta,783101,708,151,13
01-07-2025,Uttar Pradesh,Etah,207122,154,134,12
01-07-2025,Bihar,Nawada,805109,89,527,12
01-07-2025,Maharashtra,Mumbai Suburban,400051,172,112,14
01-07-2025,Madhya Pradesh,Morena,476111,529,533,25
01-07-2025,Telangana,Hyderabad,500002,392,130,15
01-07-2025,Uttar Pradesh,Gorakhpur,273008,79,151,28
01-07-2025,Punjab,Ludhiana,141003,324,175,51
01-07-2025,Gujarat,Anand,388540,166,11,16
01-07-2025,Madhya Pradesh,Burhanpur,450331,942,585,81
01-07-2025,Gujarat,Dang,394710,223,50,49
01-07-2025,Uttar Pradesh,Lucknow,226001,212,199,13
01-07-2025,Madhya Pradesh,Bhind,477445,174,231,31
01-07-2025,Madhya Pradesh,Burhanpur,450221,255,167,41
01-07-2025,Uttar Pradesh,Sultanpur,228001,328,405,30
01-07-2025,Gujarat,Gir Somnath,362275,168,52,17
01-07-2025,West Bengal,Coochbehar,736131,126,72,11
01-07-2025,Madhya Pradesh,Burhanpur,450445,117,62,13
01-07-2025,Gujarat,Jamnagar,360490,177,29,10
01-07-2025,Gujarat,Patan,384151,288,107,22
01-07-2025,Madhya Pradesh,Morena,476001,954,695,37
01-07-2025,Nagaland,Kohima,797001,74,154,11
01-07-2025,Meghalaya,East Khasi Hills,793010,11,105,51
01-07-2025,Uttar Pradesh,Fatehpur,212601,495,564,40
01-07-2025,Sikkim,West Sikkim,737111,48,108,15
01-07-2025,Maharashtra,Mumbai Suburban,400053,96,73,10
01-07-2025,Assam,Jorhat,785680,59,15,17
01-07-2025,Madhya Pradesh,Indore,452010,751,321,13
01-07-2025,Gujarat,Banas Kantha,385565,319,329,35
01-07-2025,Assam,Goalpara,783130,163,52,16
01-07-2025,Madhya Pradesh,Gwalior,474005,136,97,10
01-07-2025,West Bengal,Jalpaiguri,735206,10,49,10
01-07-2025,Assam,Hailakandi,788161,277,88,20
01-07-2025,West Bengal,Kolkata,700016,64,93,15
01-07-2025,Uttar Pradesh,Hardoi,241001,1552,1434,20
01-07-2025,Meghalaya,East Khasi Hills,793121,102,599,430
01-07-2025,Gujarat,Patan,384285,143,170,28
01-07-2025,Uttar Pradesh,Bahraich,271902,179,522,34
01-07-2025,Uttar Pradesh,Prayagraj,211003,229,318,13
01-07-2025,Assam,Jorhat,785635,74,33,87
01-07-2025,Madhya Pradesh,Bhind,477111,117,155,13
01-07-2025,Maharashtra,Thane,421301,678,338,10
01-07-2025,Meghalaya,East Khasi Hills,793005,25,135,88
01-07-2025,Madhya Pradesh,Khargone,451221,184,98,10
01-07-2025,Assam,Kamrup,781123,160,35,15
01-07-2025,Assam,Tinsukia,786152,81,58,61
01-07-2025,Uttar Pradesh,Chandauli,232104,244,394,10
01-07-2025,Gujarat,Chhotaudepur,391168,53,69,24
01-07-2025,Andhra Pradesh,Spsr Nellore,524413,29,22,14
01-07-2025,Odisha,Nabarangpur,764074,327,103,12
01-07-2025,Madhya Pradesh,Indore,452001,994,432,41
01-07-2025,Maharashtra,Nandurbar,425414,563,414,24
01-07-2025,Bihar,Purbi Champaran,845305,275,555,142
01-07-2025,Chhattisgarh,Balrampur,497119,244,111,15
01-07-2025,Gujarat,Sabar Kantha,383205,99,41,15
01-07-2025,West Bengal,Dinajpur Uttar,733210,1734,979,14
01-07-2025,Madhya Pradesh,Khargone,451001,402,147,32
01-07-2025,Karnataka,Ramanagara,562160,168,24,12
01-07-2025,Assam,Tinsukia,786170,110,75,30
01-07-2025,Telangana,Hyderabad,500056,98,35,10
01-07-2025,Assam,Tinsukia,786181,90,71,13
01-07-2025,Assam,Hailakandi,788165,75,26,16
01-07-2025,Maharashtra,Hingoli,431512,548,153,13
01-07-2025,Karnataka,Bengaluru Urban,560097,159,64,24
01-07-2025,Bihar,Nalanda,805130,156,650,25
01-07-2025,Bihar,Pashchim Champaran,845450,148,338,12
01-07-2025,Gujarat,Vadodara,391440,196,30,20
01-07-2025,Uttar Pradesh,Etah,207244,267,238,10
01-07-2025,Uttar Pradesh,Azamgarh,276304,118,299,12
01-07-2025,West Bengal,Birbhum,731204,157,77,24
01-07-2025,Madhya Pradesh,Bhind,477001,499,262,23
01-07-2025,Meghalaya,East Jaintia Hills,793160,108,228,182
01-07-2025,Assam,Dhemaji,787057,224,89,82
01-07-2025,Bihar,Sitamarhi,843313,178,225,14
01-07-2025,Delhi,West Delhi,110015,304,107,12
01-07-2025,Jharkhand,East Singhbhum,832110,180,100,13
01-07-2025,Uttar Pradesh,Maharajganj,273305,139,263,22
01-07-2025,West Bengal,Kolkata,700006,54,73,22
01-07-2025,West Bengal,Kolkata,700023,102,157,32
01-07-2025,Gujarat,Rajkot,360311,382,131,16
01-07-2025,Kerala,Thiruvananthapuram,695011,27,34,18
01-07-2025,Gujarat,Anand,388620,155,22,13
01-07-2025,Uttar Pradesh,Saharanpur,247001,2054,852,14
01-07-2025,Bihar,Gaya,823003,125,854,25
01-07-2025,Delhi,North East Delhi,110094,1826,1029,19
01-07-2025,Maharashtra,Beed,431127,294,248,15
01-07-2025,Jharkhand,Chatra,825103,330,161,10
01-07-2025,Uttar Pradesh,Kaushambi,212202,171,216,10
01-07-2025,Assam,Kamrup,781135,87,19,10
01-07-2025,Telangana,Hyderabad,500008,880,362,15
01-07-2025,Nagaland,Wokha,797111,40,191,17
01-07-2025,Maharashtra,Palghar,401208,324,480,12
01-07-2025,Gujarat,Valsad,396065,581,261,30
01-07-2025,Punjab,Patiala,147001,766,237,18
01-07-2025,Uttar Pradesh,Varanasi,221109,55,82,10
01-07-2025,Madhya Pradesh,Bhind,477557,333,178,23
01-07-2025,West Bengal,Darjeeling,734013,43,23,21
01-07-2025,Jharkhand,East Singhbum,832105,105,83,17
01-07-2025,Maharashtra,Mumbai Suburban,400074,148,64,12
01-07-2025,Uttar Pradesh,Bahraich,271875,420,327,18
01-07-2025,Maharashtra,Nashik,423212,251,134,18
01-07-2025,Uttar Pradesh,Gonda,271503,298,236,14
01-07-2025,Maharashtra,Latur,413517,566,225,28
01-07-2025,Mizoram,Lawngtlai,796891,240,59,31
01-07-2025,Assam,Golaghat,785699,37,20,11
01-07-2025,Meghalaya,East Khasi Hills,793009,12,113,110
01-07-2025,Uttar Pradesh,Aligarh,202001,1436,1351,58
01-07-2025,Uttar Pradesh,Aligarh,202002,398,461,14
01-07-2025,Uttar Pradesh,Aligarh,262907,133,198,12
01-07-2025,Maharashtra,Nandurbar,425432,344,195,16
01-07-2025,Jharkhand,Ranchi,834002,159,135,23
01-07-2025,Assam,Dhemaji,787058,211,55,13
01-07-2025,Telangana,Medchal Malkajgiri,500090,250,146,10
01-07-2025,West Bengal,24 Paraganas North,700121,80,64,14
01-07-2025,Assam,Jorhat,785636,63,13,17
01-07-2025,Gujarat,Morbi,363641,742,298,51
01-07-2025,Assam,Kamrup Metro,781005,12,49,21
01-07-2025,Gujarat,Anand,388180,99,33,22
01-07-2025,Punjab,Ludhiana,141007,418,214,36
01-07-2025,West Bengal,Howrah,711101,149,200,12
01-07-2025,Delhi,West Delhi,110027,243,95,12
01-07-2025,West Bengal,Kalimpong,734301,78,77,34
01-07-2025,Assam,Barpeta,781305,235,64,21
01-07-2025,Rajasthan,Jodhpur,342001,1292,457,46
01-07-2025,Madhya Pradesh,Bhind,477227,110,76,12
01-07-2025,West Bengal,24 Paraganas North,743249,76,62,17
01-07-2025,Maharashtra,Hingoli,431705,371,116,31
01-07-2025,Karnataka,Bengaluru Urban,560045,446,165,24
01-07-2025,Uttar Pradesh,Ghaziabad,201204,249,194,10
01-07-2025,Uttar Pradesh,Sitapur,261201,976,827,22
01-07-2025,Nagaland,Kiphire,798611,46,233,26
01-07-2025,Madhya Pradesh,Betul,460330,257,130,24
01-07-2025,Bihar,Munger,811213,241,445,13
01-07-2025,Sikkim,South Sikkim,737121,100,147,13
01-07-2025,Assam,Cachar,788011,56,23,10
01-07-2025,Jharkhand,West Singhbhum,833201,320,440,16
01-07-2025,Gujarat,Panch Mahals,389341,140,82,17
01-07-2025,Assam,Dhubri,783337,337,117,15
01-07-2025,Assam,Dhemaji,787034,71,40,44
01-07-2025,Maharashtra,Nashik,422209,167,35,13
01-07-2025,Tripura,Sepahijala,799102,166,144,15
01-07-2025,Punjab,Ludhiana,141010,168,148,24
01-07-2025,Bihar,Jehanabad,804418,27,219,10
01-07-2025,Assam,Baksa,781372,69,50,28
01-07-2025,Uttar Pradesh,Budaun,243635,346,416,10
01-07-2025,Maharashtra,Yavatmal,445204,389,197,14
01-07-2025,Uttar Pradesh,Azamgarh,276403,168,448,16
01-07-2025,Rajasthan,Churu,331001,305,196,10
01-07-2025,Madhya Pradesh,Burhanpur,450332,392,310,11
01-07-2025,Bihar,Muzaffarpur,843125,294,335,14
01-07-2025,Meghalaya,East Khasi Hills,793004,36,72,20
01-07-2025,Maharashtra,Buldhana,444301,98,24,12
01-07-2025,Rajasthan,Jaipur,302003,339,178,10
01-07-2025,Uttar Pradesh,Hardoi,241204,726,404,18
01-07-2025,Mizoram,Lunglei,796770,83,32,20
01-07-2025,Jharkhand,Ranchi,834001,290,241,25
01-07-2025,Assam,Dibrugarh,786602,87,53,30
01-07-2025,Assam,West Karbi Anglong,782485,62,79,44
01-07-2025,Uttar Pradesh,Etah,207001,1306,930,15
01-07-2025,Uttar Pradesh,Mainpuri,206301,124,294,11
01-07-2025,Madhya Pradesh,Narsinghpur,487118,312,189,13
01-07-2025,Delhi,Central Delhi,110054,103,33,10
01-07-2025,West Bengal,Nadia,741313,32,20,26
01-07-2025,Madhya Pradesh,Bhind,477222,146,133,10
01-07-2025,Rajasthan,Jaipur,302020,255,146,10
01-07-2025,Karnataka,Bengaluru Urban,560016,208,90,64
01-07-2025,Punjab,Ludhiana,141002,78,20,12
01-07-2025,Madhya Pradesh,Morena,476444,143,200,29
01-07-2025,Haryana,Faridabad,121001,656,170,15
01-07-2025,Assam,Goalpara,783126,202,99,14
01-07-2025,Maharashtra,Mumbai Suburban,400088,189,81,11
01-07-2025,Maharashtra,Dhule,424305,158,126,15
01-07-2025,Punjab,Hoshiarpur,146001,277,66,22
01-07-2025,Uttar Pradesh,Shahjahanpur,242001,1423,1167,33
01-07-2025,Gujarat,Surat,395006,610,303,16
01-07-2025,Rajasthan,Sirohi,307026,495,667,38
01-07-2025,Uttar Pradesh,Barabanki,225306,167,100,12
01-07-2025,Maharashtra,Pune,411041,245,103,18
01-07-2025,Uttar Pradesh,Kanpur Nagar,209206,235,489,18
01-07-2025,Gujarat,Banas Kantha,385001,517,378,47
01-07-2025,Maharashtra,Pune,411048,350,239,11
01-07-2025,Assam,Kokrajhar,783369,32,23,11
01-07-2025,Rajasthan,Alwar,301001,1098,512,19
